id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n4_07675,N4,鏡,かがみ,mirror,noun (common) (futsuumeishi),"mirror | looking-glass | barrel head | page added at the beginning of a document mentioning its purpose, date, author, etc. | mirror-shaped mochi",review,55,noun_needs_review,general,mirror,鏡,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n4_07677,N4,間,あいだ,a space,noun (common) (futsuumeishi) | adverb (fukushi),space (between) | gap | interval | distance | stretch,review,48,action_needs_review,person_family,person spacing,間,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n4_07680,N4,関係,かんけい,relationship,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,relation | relationship | connection | participation | involvement,review,48,action_needs_review,person_family,person relationshipping,関係,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n4_07686,N4,電報,でんぽう,telegram,noun (common) (futsuumeishi),telegram,review,55,noun_needs_review,general,telegram,電報,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n4_07687,N4,電灯,でんとう,electric light,noun (common) (futsuumeishi),electric light,review,55,noun_needs_review,general,electric light,電灯,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n4_07688,N4,非常に,ひじょうに,extremely,adverb (fukushi),very | extremely | exceedingly,review,48,action_needs_review,person_family,person extremelying,非常に,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n4_07689,N4,音,おと,"sound,note",noun (common) (futsuumeishi),sound | noise | (musical) note | fame,review,55,noun_needs_review,general,sound,音,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n4_07692,N4,食料品,しょくりょうひん,groceries,noun (common) (futsuumeishi),foodstuff | groceries,review,55,noun_needs_review,general,groceries,食料品,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n4_07694,N4,首,くび,neck,noun (common) (futsuumeishi),neck | head | dismissal (from a job) | firing | sacking,review,55,noun_needs_review,general,neck,首,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n4_07695,N4,駐車場,ちゅうしゃじょう,parking lot,noun (common) (futsuumeishi),parking lot | car park | carpark | parking garage,review,55,noun_needs_review,general,parking lot,駐車場,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n4_07701,N4,髪,かみ,hair,noun (common) (futsuumeishi),hair (on the head),review,55,noun_needs_review,general,hair,髪,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07713,N5,いい/よい,,good,,,review,45,manual_review,general,good,いい/よい,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07714,N5,いいえ,いいえ / いえ,no,interjection (kandoushi),no | you're welcome | not at all | don't mention it,review,45,manual_review,general,no,いいえ,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07715,N5,いかが,いかが,how,adverb (fukushi) | adjectival nouns or quasi-adjectives (keiyodoshi),how | in what way | how about | questionable,review,48,action_needs_review,person_family,person howwing,いかが,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07716,N5,いくつ,いくつ,"how many?,how old?",adverb (fukushi),how many | how old,review,48,action_needs_review,person_family,person howwing many?,いくつ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07717,N5,いくら,イクラ / いくら,how much?,noun (common) (futsuumeishi),salted salmon roe,review,55,noun_needs_review,general,how much?,いくら,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07723,N5,ええ,ええ / えー / え〜,yes,interjection (kandoushi),yes | that is correct | right | um | errr,review,45,manual_review,general,yes,ええ,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07727,N5,おまわりさん,おまわりさん,friendly term for policeman,noun (common) (futsuumeishi),police officer,review,55,noun_needs_review,general,friendly term for policeman,おまわりさん,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07731,N5,お弁当,おべんとう,boxed lunch,noun (common) (futsuumeishi),bento | Japanese box lunch,review,55,noun_needs_review,general,boxed lunch,お弁当,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07732,N5,お手洗い,おてあらい,bathroom,noun (common) (futsuumeishi),toilet | restroom | lavatory | bathroom,review,55,noun_needs_review,general,bathroom,お手洗い,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07735,N5,お皿,おさら,"plate, dish",noun (common) (futsuumeishi),plate | dish,review,55,noun_needs_review,general,plate,お皿,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07737,N5,お菓子,おかし,"sweets, candy",noun (common) (futsuumeishi),confections | sweets | candy | cake,review,55,noun_needs_review,general,sweets,お菓子,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07738,N5,お酒,おさけ,"alcohol, rice wine",noun (common) (futsuumeishi),alcohol | sake,review,55,noun_needs_review,general,alcohol,お酒,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07740,N5,お風呂,おふろ,bath,noun (common) (futsuumeishi),bath,review,55,noun_needs_review,general,bath,お風呂,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07747,N5,ください,ください,please,"expressions (phrases, clauses, etc.)",please (give me) | please (do for me),review,45,manual_review,general,please,ください,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07751,N5,この,きゅう / く / ここの,this,numeric,nine | 9,review,45,manual_review,general,this,この,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07754,N5,さあ,さあ / さー / さぁ,well…,interjection (kandoushi),come (on) | come now | come along | here | all right,review,45,manual_review,general,well…,さあ,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07755,N5,さ来年,さらいねん,year after next,noun (common) (futsuumeishi) | adverb (fukushi),year after next,review,48,action_needs_review,person_family,person yearing after next,さ来年,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07757,N5,しょうゆ,しょうゆ / しょうゆう,soy sauce,noun (common) (futsuumeishi),soy sauce | soya sauce | shoyu,review,55,noun_needs_review,general,soy sauce,しょうゆ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07758,N5,じゃ/じゃあ,,well then…,,,review,45,manual_review,general,well then…,じゃ/じゃあ,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07759,N5,すぐに,すぐに,instantly,adverb (fukushi),immediately | right away | at once | instantly,review,48,action_needs_review,person_family,person instantlying,すぐに,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07762,N5,そうして/そして,,and,,,review,45,manual_review,general,and,そうして/そして,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07767,N5,そば,そば / そばむぎ / そまむぎ,"near,beside",noun (common) (futsuumeishi),buckwheat (Fagopyrum esculentum) | soba | Japanese buckwheat noodles | Chinese-style wheat noodles,review,55,noun_needs_review,general,near,そば,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07769,N5,それから,それから,after that,"expressions (phrases, clauses, etc.)",and then | after that,review,45,manual_review,general,after that,それから,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07771,N5,たいへん,たいへん,very,adverb (fukushi) | adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),very | greatly | terribly | awfully | immense,review,48,action_needs_review,person_family,person verying,たいへん,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07773,N5,たて,たて / さつじん,"length,height",noun (common) (futsuumeishi),"sword fight (in a film, play, etc.) | stage combat | fight scene",review,55,noun_needs_review,general,length,たて,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07774,N5,たばこ,タバコ / たばこ,"tobacco,cigarettes",noun (common) (futsuumeishi),tobacco | cigarette | cigar | tobacco plant (Nicotiana tabacum),review,55,noun_needs_review,general,tobacco,たばこ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07775,N5,たぶん,たぶん,probably,noun (common) (futsuumeishi),reaching others' ears | publicity,review,55,noun_needs_review,general,probably,たぶん,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07778,N5,ちょうど,ちょうど,exactly,adverb (fukushi),exactly | precisely | just | right | opportunely,review,48,action_needs_review,person_family,person exactlying,ちょうど,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07779,N5,ちょっと,ちょっと / ちょと / チョット,somewhat,adverb (fukushi),a little | a bit | slightly | just a minute | for a moment,review,48,action_needs_review,person_family,person somewhatting,ちょっと,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07785,N5,とても,とても / とっても,very,adverb (fukushi),very | awfully | exceedingly | (not) at all | by no means,review,48,action_needs_review,person_family,person verying,とても,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07787,N5,どう,どう,"how,in what way",unclassified,"""as above"" mark",review,45,manual_review,general,how,どう,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07788,N5,どうして,どうして / どーして,for what reason,adverb (fukushi),how | in what way | by what means | why | for what reason,review,48,action_needs_review,person_family,person forring what reason,どうして,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07789,N5,どうぞ,どうぞ,please,adverb (fukushi),please | kindly | pray | I beg (of you) | by all means,review,48,action_needs_review,person_family,person pleasing,どうぞ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07790,N5,どうも,どうも,thanks,interjection (kandoushi) | adverb (fukushi),thank you | thanks | much (thanks) | very (sorry) | quite (regret),review,48,action_needs_review,person_family,person thanksing,どうも,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07797,N5,なぜ,なぜ,why,adverb (fukushi),why | how | for what reason,review,48,action_needs_review,person_family,person whying,なぜ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07800,N5,はい,はい / はーい / はーーい,yes,interjection (kandoushi),yes | that is correct | understood | I see | OK,review,45,manual_review,general,yes,はい,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07802,N5,はし,はし,chopsticks,noun (common) (futsuumeishi),bridge,review,55,noun_needs_review,general,chopsticks,はし,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07803,N5,ふろ,ふろ,bath,noun (common) (futsuumeishi),bath | bathing | bathtub | bathroom | bathhouse,review,55,noun_needs_review,general,bath,ふろ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07805,N5,ほんとう,ほんとう,truth,noun (common) (futsuumeishi),main island | this island,review,55,noun_needs_review,general,truth,ほんとう,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07807,N5,また,また,"again,and",noun (common) (futsuumeishi),"groin | thigh | crotch | crutch | fork (in a tree, road, river, etc.)",review,55,noun_needs_review,general,again,また,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07808,N5,まだ,まだ / いまだ,"yet,still",adverb (fukushi),still | as yet | only | (not) yet | more,review,48,action_needs_review,person_family,person yetting,まだ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07809,N5,まっすぐ,まっすぐ,"straight ahead,direct",adjectival nouns or quasi-adjectives (keiyodoshi) | adverb (fukushi) | noun (common) (futsuumeishi),straight (ahead) | direct | upright | erect | straightforward,review,48,action_needs_review,person_family,person straighting ahead,まっすぐ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07811,N5,もう,もう / もー / もぉ,already,adverb (fukushi),already | yet | by now | now | (not) any more,review,48,action_needs_review,person_family,person alreadying,もう,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07812,N5,もう一度,もういちど,again,"expressions (phrases, clauses, etc.) | adverb (fukushi)",once more | again,review,48,action_needs_review,person_family,person againing,もう一度,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07813,N5,もっと,もっと,more,adverb (fukushi),(some) more | even more | longer | further,review,48,action_needs_review,person_family,person moring,もっと,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07815,N5,ゆっくりと,,slowly,,,review,45,manual_review,general,slowly,ゆっくりと,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07817,N5,より、ほう,,Used for comparison.,,,review,45,manual_review,general,Used for comparison.,より、ほう,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07819,N5,アパート,アパート,apartment,noun (common) (futsuumeishi),apartment building | apartment block | apartment house | apartment,review,55,noun_needs_review,general,apartment,アパート,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07820,N5,エレベーター,エレベーター / エレベータ,elevator,noun (common) (futsuumeishi),elevator | lift,review,55,noun_needs_review,general,elevator,エレベーター,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07823,N5,カレンダー,カレンダー / カレンダ,calendar,noun (common) (futsuumeishi),calendar | calender (machine for flattening things),review,55,noun_needs_review,general,calendar,カレンダー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07824,N5,カレー,カレー / カリー,curry,noun (common) (futsuumeishi),curry (esp. Japanese curry) | rice and curry,review,55,noun_needs_review,general,curry,カレー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07825,N5,キロ/キログラム,,kilogram,,,review,45,manual_review,general,kilogram,キロ/キログラム,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07826,N5,キロ/キロメートル,,kilometre,,,review,45,manual_review,general,kilometre,キロ/キロメートル,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07827,N5,ギター,ギター,guitar,noun (common) (futsuumeishi),guitar,review,55,noun_needs_review,general,guitar,ギター,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07828,N5,クラス,クラス,class,noun (common) (futsuumeishi),class,review,55,noun_needs_review,general,class,クラス,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07829,N5,グラム,グラム,gram,noun (common) (futsuumeishi),gram | gramme,review,55,noun_needs_review,general,gram,グラム,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07831,N5,コピーする,,to copy,,,review,45,manual_review,general,to copy,コピーする,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07835,N5,シャワー,シャワー,shower,noun (common) (futsuumeishi),shower,review,55,noun_needs_review,general,shower,シャワー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07837,N5,ストーブ,ストーブ / ストーヴ,heater,noun (common) (futsuumeishi),(room) heater | stove,review,55,noun_needs_review,general,heater,ストーブ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07839,N5,スポーツ,スポーツ,sport,noun (common) (futsuumeishi),sport | sports,review,55,noun_needs_review,general,sport,スポーツ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07840,N5,スリッパ,スリッパ / スリッパー,slippers,noun (common) (futsuumeishi),slipper | slippers,review,55,noun_needs_review,general,slippers,スリッパ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07841,N5,ズボン,ズボン,trousers,noun (common) (futsuumeishi),trousers | pants,review,55,noun_needs_review,general,trousers,ズボン,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07842,N5,セーター,セーター / スエーター / スウェーター,"sweater,jumper",noun (common) (futsuumeishi),sweater | jumper,review,55,noun_needs_review,general,sweater,セーター,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07843,N5,ゼロ,ゼロ,zero,noun (common) (futsuumeishi),zero | 0 | nought | nil | nothing,review,55,noun_needs_review,general,zero,ゼロ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07845,N5,テスト,テスト,test,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,"test (of ability, knowledge, etc.) | exam | examination | quiz | test (of performance, quality, etc.)",review,48,action_needs_review,person_family,person testing,テスト,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07846,N5,テレビ,テレビ,television,noun (common) (futsuumeishi),television | TV | TV program | TV programme | TV broadcast,review,55,noun_needs_review,general,television,テレビ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07848,N5,テープ,テープ,tape,noun (common) (futsuumeishi),tape,review,55,noun_needs_review,general,tape,テープ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07849,N5,テープレコーダー,テープレコーダー / テープ・レコーダー / テープレコーダ,tape recorder,noun (common) (futsuumeishi),tape recorder,review,55,noun_needs_review,general,tape recorder,テープレコーダー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07851,N5,トイレ,トイレ,toilet,noun (common) (futsuumeishi),toilet | restroom | bathroom | lavatory | going to the toilet,review,55,noun_needs_review,general,toilet,トイレ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07852,N5,ドア,ドア / ドアー,Western style door,noun (common) (futsuumeishi),door,review,55,noun_needs_review,general,Western style door,ドア,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07855,N5,ネクタイ,ネクタイ,"tie,necktie",noun (common) (futsuumeishi),tie | necktie,review,55,noun_needs_review,general,tie,ネクタイ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07856,N5,ノート,ノート,"notebook,exercise book",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,notebook | copy-book | exercise book | note | noting down,review,48,action_needs_review,person_family,person notebooking,ノート,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07857,N5,ハンカチ,ハンカチ / ハンケチ,handkerchief,noun (common) (futsuumeishi),handkerchief,review,55,noun_needs_review,general,handkerchief,ハンカチ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07859,N5,バター,バター / バタ,butter,noun (common) (futsuumeishi),butter,review,55,noun_needs_review,general,butter,バター,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07861,N5,パーティー,パーティー / パーティ / パーリー,party,noun (common) (futsuumeishi),"party (social gathering) | party (group of people participating in an activity, esp. mountain climbing) | (political) party",review,55,noun_needs_review,general,party,パーティー,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07862,N5,フィルム,フィルム / フイルム,roll of film,noun (common) (futsuumeishi),film,review,55,noun_needs_review,general,roll of film,フィルム,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07864,N5,プール,プール,swimming pool,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,"(swimming) pool | pool (cue sport) | pooling (money, resources, etc.) | pool (price ring)",review,48,action_needs_review,person_family,person swimminging pool,プール,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07865,N5,ベッド,ベッド,bed,noun (common) (futsuumeishi),bed,review,55,noun_needs_review,general,bed,ベッド,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07866,N5,ペット,ペット,pet,noun (common) (futsuumeishi),pet | trumpet,review,55,noun_needs_review,general,pet,ペット,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07870,N5,ボタン,ボタン,button,noun (common) (futsuumeishi),button (clothing) | push-button | button,review,55,noun_needs_review,general,button,ボタン,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07872,N5,ポケット,ポケット,pocket,noun (common) (futsuumeishi),pocket,review,55,noun_needs_review,general,pocket,ポケット,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07873,N5,ポスト,ポスト,post,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,postbox | mailbox | mail box | pillar box | post,review,48,action_needs_review,person_family,person posting,ポスト,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07874,N5,マッチ,マッチ,match,noun (common) (futsuumeishi),match (for lighting a fire),review,55,noun_needs_review,general,match,マッチ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07875,N5,メートル,メートル,metre,noun (common) (futsuumeishi),metre (unit of length) | meter | gauge,review,55,noun_needs_review,general,metre,メートル,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07876,N5,ラジオ,ラジオ / ラヂオ,radio,noun (common) (futsuumeishi),radio,review,55,noun_needs_review,general,radio,ラジオ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07877,N5,ラジカセ / ラジオカセット,,radio cassette player,,,review,45,manual_review,general,radio cassette player,ラジカセ / ラジオカセット,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07878,N5,レコード,レコード,record,noun (common) (futsuumeishi),(phonograph) record | record (esp. in sports) | record (data structure),review,55,noun_needs_review,general,record,レコード,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07884,N5,一日,いちにち,"(1) one day, (2) first of month",noun (common) (futsuumeishi) | adverb (fukushi),one day | all day (long) | the whole day | from morning till night | first day of the month,review,48,action_needs_review,person_family,person oning day,一日,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07885,N5,一昨年,おととし,year before last,noun (common) (futsuumeishi) | adverb (fukushi),year before last,review,48,action_needs_review,person_family,person yearing before last,一昨年,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07886,N5,一昨日,おととい,day before yesterday,noun (common) (futsuumeishi) | adverb (fukushi),day before yesterday,review,48,action_needs_review,person_family,person daying before yesterday,一昨日,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07887,N5,一月,ひとつき,one month,noun (common) (futsuumeishi),January | first month of the lunar calendar,review,55,noun_needs_review,general,one month,一月,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07889,N5,七,しち / なな,seven,numeric,seven,review,45,manual_review,general,seven,七,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07890,N5,七つ,ななつ,seven,numeric | noun (common) (futsuumeishi),seven | seven years of age | four o'clock (old time system),review,55,noun_needs_review,general,seven,七つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07891,N5,七日,なのか,"seven days,the seventh day",noun (common) (futsuumeishi),7th day of the month | seven days,review,55,noun_needs_review,general,seven days,七日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07892,N5,万,まん,ten thousand,adverb (fukushi),completely | absolutely | totally,review,48,action_needs_review,person_family,person tenning thousand,万,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07895,N5,三,さん,three,numeric,three | 3,review,45,manual_review,general,three,三,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07896,N5,三つ,みっつ,three,numeric | noun (common) (futsuumeishi),three | three years of age,review,55,noun_needs_review,general,three,三つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07897,N5,三日,みっか,"three days, third day of the month",noun (common) (futsuumeishi),3rd day of the month | three days,review,55,noun_needs_review,general,three days,三日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07902,N5,下,した,below,noun (common) (futsuumeishi),below | down | under | younger (e.g. daughter) | bottom,review,55,noun_needs_review,general,below,下,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07903,N5,下手,へた,unskillful,noun (common) (futsuumeishi),humble position | inferior | underarm grip on opponent's belt,review,55,noun_needs_review,general,unskillful,下手,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07904,N5,両親,りょうしん,both parents,noun (common) (futsuumeishi),parents | both parents,review,55,noun_needs_review,general,both parents,両親,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07907,N5,中,なか,middle,noun (common) (futsuumeishi) | adverb (fukushi),inside | interior | among | within | middle,review,48,action_needs_review,person_family,person middling,中,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07908,N5,丸い/円い,まるい,"round,circular",,,review,45,manual_review,general,round,丸い/円い,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07910,N5,九,きゅう / く,nine,numeric,nine | 9,review,45,manual_review,general,nine,九,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07911,N5,九つ,ここのつ,nine,numeric | noun (common) (futsuumeishi),nine | nine years of age | twelve o'clock (old time system),review,55,noun_needs_review,general,nine,九つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07912,N5,九日,ここのか,"nine days, ninth day",noun (common) (futsuumeishi),9th day of the month | nine days,review,55,noun_needs_review,general,nine days,九日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07913,N5,二,に,two,numeric,two | 2,review,45,manual_review,general,two,二,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07914,N5,二つ,ふたつ,two,numeric,two,review,45,manual_review,general,two,二つ,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07916,N5,二十日,はつか,"twenty days,twentieth",noun (common) (futsuumeishi),20th day of the month | 20 days,review,55,noun_needs_review,general,twenty days,二十日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07917,N5,二十歳,はたち,"20 years old,20th year",noun (common) (futsuumeishi),20 years old | twenty,review,55,noun_needs_review,general,20 years old,二十歳,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07918,N5,二日,ふつか,"two days, second day of the month",noun (common) (futsuumeishi),2nd day of the month | two days,review,55,noun_needs_review,general,two days,二日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07919,N5,五,ご,five,numeric,five | 5,review,45,manual_review,general,five,五,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07920,N5,五つ,いつつ,five,numeric | noun (common) (futsuumeishi),five | five years of age | eight o'clock (old time system),review,55,noun_needs_review,general,five,五つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07921,N5,五日,いつか,"five days, fifth day",noun (common) (futsuumeishi),5th day of the month | five days,review,55,noun_needs_review,general,five days,五日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07922,N5,交差点,こうさてん,intersection,noun (common) (futsuumeishi),crossing | intersection,review,55,noun_needs_review,general,intersection,交差点,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07926,N5,今年,ことし,this year,noun (common) (futsuumeishi) | adverb (fukushi),this year,review,48,action_needs_review,person_family,person thissing year,今年,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07927,N5,今日,きょう,today,noun (common) (futsuumeishi) | adverb (fukushi),today | this day | these days | recently | nowadays,review,48,action_needs_review,person_family,person todaying,今日,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07928,N5,今晩,こんばん,this evening,noun (common) (futsuumeishi) | adverb (fukushi),tonight | this evening,review,48,action_needs_review,person_family,person thissing evening,今晩,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07929,N5,今月,こんげつ,this month,noun (common) (futsuumeishi) | adverb (fukushi),this month,review,48,action_needs_review,person_family,person thissing month,今月,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07930,N5,今朝,けさ,this morning,noun (common) (futsuumeishi) | adverb (fukushi),this morning,review,48,action_needs_review,person_family,person thissing morning,今朝,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07931,N5,今週,こんしゅう,this week,noun (common) (futsuumeishi) | adverb (fukushi),this week,review,48,action_needs_review,person_family,person thissing week,今週,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07932,N5,仕事,しごと,job,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,work | job | labor | labour | business,review,48,action_needs_review,person_family,person jobbing,仕事,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07933,N5,休み,やすみ,"rest,holiday",noun (common) (futsuumeishi),rest | recess | respite | vacation | holiday,review,55,noun_needs_review,general,rest,休み,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
