row,id,level,word,reading,matchedTerm,sentenceId,sentenceJa,sentenceEn,sentenceZh,authorJa,authorEn,authorZh,score,status
2156,n1_02785,N1,腫れる,はれる,腫れる,197796,腫れるかもしれませんが気にしないでください。,"You may have swelling, but don't worry about it.",,KK_kaku_,Jesse,,96,matched
2157,n1_02790,N1,膨れる,ふくれる,膨れる,9779310,炭酸を飲むとすぐにお腹が膨れる。,When I drink carbonated water my stomach quickly starts feeling inflated.,,small_snow,tsp_2,,98,matched
2158,n1_02795,N1,臨む,のぞむ,臨む,11211487,ファシズム勢力との総力戦に臨む。,,,ITA,,,70,matched
2159,n1_02810,N1,興じる,きょうじる,興じる,11013313,ウィンドサーフィンに興じる若者達を眺めて、砂浜に寝ころがっていた。,,,bunbuku,,,59,matched
2160,n1_02814,N1,舞う,まう,舞う,215870,ジャック、そんなに乱暴に振る舞うな。,"Don't be so wild, Jack.","傑克,不要那麼撒野。",\N,naXa,Martha,130,matched
2161,n1_02831,N1,苛める,いじめる,いじめる,8619480,あいつはいつもミーちゃんをいじめるんだ！,That dude's always picking on Mi!,那傢伙每次會欺負小咪！,mochico,DJ_Saidez,fengli,118,matched
2162,n1_02839,N1,苦しめる,くるしめる,苦しめる,232119,あなたの虚言が、私を苦しめるんです。,Your lies pain me.,,KK_kaku_,\N,,102,matched
2163,n1_02845,N1,茹でる,ゆでる,茹でる,10080141,茹でるのとぐつぐつ煮るのって何が違うの？,What's the difference between boiling and simmering?,,small_snow,CK,,98,matched
2164,n1_02848,N1,荒らす,あらす,荒らす,75037,掲示板を荒らす人の精神状態がわかりません。,I just don't understand what goes through the minds of people who troll forums.,,fcbond,fcbond,,97,matched
2165,n1_02856,N1,萎びる,しなびる,,,,,,,,,,no_match
2166,n1_02857,N1,萎む,しぼむ,しぼむ,186610,花は切られるとすぐにしぼむ。,Flowers soon fade when they have been cut.,,\N,Objectivesea,,82,matched
2167,n1_02858,N1,落ちる,おちる,落ちる,151100,試験に落ちるともう１年待つことになる。,Failing the examination means waiting for another year.,考试不及格意味着再等待一年。,\N,\N,shanghainese,131,matched
2168,n1_02861,N1,落ち込む,おちこむ,落ち込む,12115435,トムがあんなに落ち込むとは思わなかったんだ。,I didn't think that Tom would be so depressed.,,bunbuku,CK,,98,matched
2169,n1_02862,N1,落とす,おとす,落とす,216062,しみをこすり落とすことができなかった。,I couldn't scrub the stain out.,,\N,orcrist,,99,matched
2170,n1_02869,N1,葬る,ほうむる,,,,,,,,,,no_match
2171,n1_02876,N1,蕩ける,とろける,,,,,,,,,,no_match
2172,n1_02881,N1,藻掻く,もがく,,,,,,,,,,no_match
2173,n1_02907,N1,衰える,おとろえる,衰える,121832,年をとるにつれて記憶力は段々衰える。,"As we grow older, our memory becomes weaker.",,\N,CK,,100,matched
2174,n1_02908,N1,裁く,さばく,裁く,137033,誰がこの事件を裁くのでしょうか。,Who is going to try this case?,,\N,CM,,96,matched
2175,n1_02909,N1,裂ける,さける,裂ける,180091,胸が張り裂けるような話だった。,It was a heartbreaking story.,那是一個叫人心碎的故事。,bunbuku,CK,nickyeow,129,matched
2176,n1_02927,N1,襲う,おそう,襲う,148213,秋にはいくつかの台風が日本を襲う。,Several typhoons hit Japan in autumn.,,\N,\N,,97,matched
2177,n1_02930,N1,要する,ようする,要する,222595,この学校へ行くには多額の金を要する。,Going to this school requires a lot of money.,上这所学校需要很多钱。,\N,CK,fucongcong,132,matched
2178,n1_02934,N1,覆す,くつがえす,覆す,148002,従来の常識を覆す発明というのは、普通とは違う現象に気づく能力と関係がある。,Innovation has something to do with the faculty to notice unusual phenomena.,,\N,\N,,79,matched
2179,n1_02937,N1,見せびらかす,みせびらかす,見せびらかす,114519,彼はいつも自分の才能を見せびらかす。,He always shows off his abilities.,,\N,\N,,106,matched
2180,n1_02941,N1,見合わせる,みあわせる,見合わせる,74101,東北・秋田新幹線が運転を見合わせるなど交通も混乱した。,"Traffic was also disrupted including the suspension of the Akita, Tohoku bullet train.",,fcbond,fcbond,,95,matched
2181,n1_02943,N1,見掛ける,みかける,みかける,93275,彼女はいつも私に微笑みかける。,She always smiles at me.,她總是對我微笑。,\N,CK,Martha,117,matched
2182,n1_02946,N1,見渡す,みわたす,見渡す,10619359,見渡す限り、そこには砂しかなかった。,"As far as the eye could see, there was nothing but sand.",,bunbuku,CK,,100,matched
2183,n1_02950,N1,見落とす,みおとす,見落とす,212092,その家は教会の向かいだから見落とすはずはない。,The house is opposite the church. You can't miss it.,,\N,CM,,97,matched
2184,n1_02952,N1,見逃す,みのがす,見逃す,12574453,見逃すわけにはいきません。,I can't miss out.,,small_snow,DJ_Saidez,,95,matched
2185,n1_02965,N1,親しむ,したしむ,,,,,,,,,,no_match
2186,n1_02972,N1,解く,ほどく,解く,217664,これを解く何らかの方法があるはずだ。,There must be some way to solve this.,一定有解決的辦法。,\N,CM,verdastelo9604,130,matched
2187,n1_02982,N1,記す,しるす,記す,209085,その少年は詩を暗記するのが得意です。,That child is good at learning poems by heart.,,\N,CM,,98,matched
2188,n1_02986,N1,訪れる,おとずれる,訪れる,1172979,春は京都を訪れるのに絶好の季節です。,Spring is the best season to visit Kyoto.,春天是访问京都最好的季节。,bunbuku,CN,fucongcong,132,matched
2189,n1_02987,N1,設ける,もうける,設ける,196471,ホールは仕切りを設ける前は千人収容できた。,The hall could seat a thousand people before it was partitioned.,,\N,CM,,97,matched
2190,n1_03001,N1,試みる,こころみる,試みる,120768,彼がどんな計画を試みるのかわからない。,I don't know what plan he will try.,,bunbuku,CK,,99,matched
2191,n1_03005,N1,詰る,なじる,なじる,143468,世の中をなじる者は世の中からなじられる。,He who rebukes the world is rebuked by the world.,,\N,\N,,84,matched
2192,n1_03009,N1,誂える,あつらえる,あつらえる,124382,冬にグレーのスーツを１着あつらえる事を考えています。,I have it in mind to have a gray suit made to order for the winter.,,\N,\N,,82,matched
2193,n1_03010,N1,誇る,ほこる,誇る,11821447,地球は様々な花が咲き誇る庭園です。,The world is a garden of different flowers.,,small_snow,taro,,97,matched
2194,n1_03012,N1,認める,したためる,認める,149780,自分の非を認めるなんて君は正直だね。,You are honest to admit your mistake.,你很诚实地承认了你的错误。,\N,\N,fucongcong,132,matched
2195,n1_03021,N1,誤る,あやまる,誤る,173757,好奇心は身を誤る。,Curiosity killed the cat.,好奇会吃苦头的。,\N,CK,aaroned,121,matched
2196,n1_03023,N1,誤魔化す,ごまかす,ごまかす,199718,トランプでごまかすのはよくないことだ。,It is wrong to cheat at cards.,玩牌作弊是錯誤的。,\N,CK,Martha,119,matched
2197,n1_03024,N1,説く,とく,とく,10999751,せめてさっと拭いてから渡しとくれよ。,At least give it a quick wipe before giving it to me.,,small_snow,pip,,84,matched
2198,n1_03026,N1,読み上げる,よみあげる,読み上げる,168025,私がこの本を読み上げるのに約１時間かかった。,It took me about an hour to read this book through.,,\N,\N,,100,matched
2199,n1_03040,N1,諮る,はかる,はかる,185785,我々は出費と収入の間で均衡をはかるべきだ。,We should strike a balance between our expenditure and income.,,\N,auxitt,,83,matched
2200,n1_03043,N1,謙る,へりくだる,,,,,,,,,,no_match
2201,n1_03059,N1,負う,おう,負う,78013,両親は子供達の教育に責任を負う。,Parents are responsible for their children's education.,父母承担教育子女的责任。,mookeee,CK,fucongcong,128,matched
2202,n1_03060,N1,負かす,まかす,まかす,199718,トランプでごまかすのはよくないことだ。,It is wrong to cheat at cards.,玩牌作弊是錯誤的。,\N,CK,Martha,117,matched
2203,n1_03071,N1,貫く,つらぬく,貫く,74443,ある人物が不変の性質で全人生を貫くということは小説の中だけの話だ。,Only in novels do you find individuals who live out their whole life with unvarying character.,只有小說人物才會有一輩子不改變的性格。,fcbond,fcbond,nickyeow,115,matched
2204,n1_03078,N1,貶す,けなす,けなす,177996,君は、いつも私の服をけなすのだから。,You are always digging at me about my clothes.,你总是挖苦我的着装。,\N,Stalwartlover,Ethan_lin,118,matched
2205,n1_03080,N1,費やす,ついやす,費やす,202354,出来る限りの時間は読書に費やす。,I spend what time I can spare reading.,我把空閒時間全都花在閱讀上。,\N,\N,nickyeow,130,matched
2206,n1_03082,N1,賄う,まかなう,まかなう,84300,父親は家族の生活をまかなう。,A father provides for his family.,,\N,CM,,84,matched
2207,n1_03086,N1,賑わう,にぎわう,にぎわう,13179751,観光客でにぎわう通りにはさまざまな言語が飛び交っている。,,,Gardenia,,,52,matched
2208,n1_03089,N1,賜る,たまわる,,,,,,,,,,no_match
2209,n1_03095,N1,賭ける,かける,かける,10087631,その犬なら、毎日のように見かけるよ。,I see that dog almost every day.,我几乎每天都见到那条狗。,small_snow,CK,fucongcong,118,matched
2210,n1_03101,N1,赤らむ,あからむ,,,,,,,,,,no_match
2211,n1_03104,N1,赴く,おもむく,おもむく,175907,決心がつきかねたので、私は感情のおもむくままに行動した。,"I couldn't decide what to do, so I just followed my heart.",,\N,\N,,78,matched
2212,n1_03106,N1,起こす,おこす,起こす,4919673,酸は金属に触れると化学反応を起こす。,"When acid comes in contact with metal, it causes a chemical reaction.",酸会和金属物质起化学反应。,huizi99,gustonrankin,fucongcong,132,matched
2213,n1_03115,N1,跡切れる,とぎれる,,,,,,,,,,no_match
2214,n1_03117,N1,跨がる,またがる,またがる,170560,最後の試験は来月にまたがるだろう。,The final exams will probably carry over into next month.,最后的考试也许会持续到下个月吧。,\N,\N,GlossaMatik,119,matched
2215,n1_03118,N1,跨ぐ,またぐ,,,,,,,,,,no_match
2216,n1_03119,N1,踏まえる,ふまえる,,,,,,,,,,no_match
2217,n1_03121,N1,蹴飛ばす,けとばす,蹴飛ばす,219078,ごめん！蹴飛ばすつもりじゃなかったんだ。,I'm so sorry. I didn't mean to kick you.,,mookeee,CK,,100,matched
2218,n1_03122,N1,躊躇う,ためらう,ためらう,1641196,少しもためらうことなく彼は自分の車を売り払った。,"Without the slightest hesitation, he sold his own car.",他毫不犹豫地把自己的车卖了。,bunbuku,NickC,fucongcong,114,matched
2219,n1_03123,N1,躓く,つまずく,躓く,140278,走れば躓く。,Make haste slowly.,,\N,AlteredBeast,,86,matched
2220,n1_03130,N1,軋む,きしむ,きしむ,202431,テーブルがきしむほど食物がたくさんあった。,The table was groaning with food.,桌子上放滿了食物。,\N,AlanF_US,nickyeow,115,matched
2221,n1_03138,N1,転じる,てんじる,転じる,13241901,ナポレオン時代のフランス、卓越した才能で魅了するシェフがスパイに転じる。,"A brilliant, seductive chef turns to espionage in Napoleon-era France.",拿破崙時代的法國，魅力誘人的天才廚師搖身一變成為間諜。,LeviHighway,LeviHighway,LeviHighway,114,matched
2222,n1_03163,N1,込める,こめる,込める,222206,この計画はある程度の効果が見込める。,This plan will serve its purpose to some extent.,,\N,Jesse,,100,matched
2223,n1_03164,N1,辿り着く,たどりつく,辿り着く,175054,険しいその道を行く以外に、国境へ辿り着く方法はない。,The steep path is the sole access to the border.,,\N,\N,,94,matched
2224,n1_03165,N1,辿る,たどる,辿る,2749356,その電話は南デトロイトからであると辿ることができた。,The call was traceable to an address in south Detroit.,,birdie,papabear,,90,matched
2225,n1_03168,N1,近付く,ちかづく,,,,,,,,,,no_match
2226,n1_03175,N1,返還,へんかん,,,,,,,,,,no_match
2227,n1_03178,N1,追い出す,おいだす,追い出す,9049821,黙ってて、じゃなきゃ追い出すわよ。,"Shut up, or I'll kick you out.",,small_snow,JimBreen,,101,matched
2228,n1_03179,N1,追い込む,おいこむ,,,,,,,,,,no_match
2229,n1_03183,N1,退く,しりぞく,退く,144720,進むべきか退くべきか、はっきりとはわからなかった。,I was uncertain whether to advance or to retreat.,我不确定该前进还是后退。,bunbuku,CK,fucongcong,123,matched
2230,n1_03184,N1,退ける,しりぞける,しりぞける,147993,柔和な答は怒りをしりぞける。,A soft answer turneth away wrath.,,\N,\N,,86,matched
2231,n1_03190,N1,逃げ出す,にげだす,逃げ出す,9853645,あいつら、危うくなると逃げ出すからな。,"When they are in danger, they run away.",,small_snow,mcq,,101,matched
2232,n1_03192,N1,逃れる,のがれる,逃れる,7577102,何人も老いから逃れることはできない。,No one can escape growing old.,没有人能逃过衰老。,Asari,kuma,crescat,132,matched
2233,n1_03195,N1,逆上る,さかのぼる,さかのぼる,211419,その教会は１１７３年までさかのぼる。,The church dates back to 1173.,,\N,CK,,90,matched
2234,n1_03200,N1,途絶える,とだえる,,,,,,,,,,no_match
2235,n1_03202,N1,通りかかる,とおりかかる,通りかかる,214099,すると、たまたま少女のおばあちゃんが通りかかる。,Along comes the grandmother and sees her granddaughter.,,\N,\N,,98,matched
2236,n1_03206,N1,造る,つくる,つくる,237383,彼がいつくるのかははっきりと知らない。,I don't know for certain when he will come.,我不知道他来这里的确切时间。,mookeee,CK,fenfang557,117,matched
2237,n1_03207,N1,連なる,つらなる,,,,,,,,,,no_match
2238,n1_03208,N1,連ねる,つらねる,,,,,,,,,,no_match
2239,n1_03223,N1,逸らす,そらす,そらす,8913591,目をそらすことができません。,I can't look away.,,DemonicSatori,CM,,82,matched
2240,n1_03224,N1,遂げる,とげる,遂げる,190283,一日かかってもやり遂げる。,We'll finish it if it takes us all day.,就算要花掉一整天我们也要完成它。,bunbuku,CK,crescat,127,matched
2241,n1_03226,N1,遅らす,おくらす,,,,,,,,,,no_match
2242,n1_03245,N1,違える,ちがえる,違える,11652393,間違えるんじゃないかと心配なんです。,I'm worried that I'll make a mistake.,,bunbuku,CK,,100,matched
2243,n1_03246,N1,遠ざかる,とおざかる,遠ざかる,75588,暗闇の中、俺は遠ざかる後姿に必死に手を伸ばす。,"In the darkness, I frantically reach out towards the receding figure.",,mookeee,\N,,97,matched
2244,n1_03250,N1,遣り通す,やりとおす,,,,,,,,,,no_match
2245,n1_03251,N1,遣る,やる,やる,9940168,やるべきことは、まだたくさんあるぞ。,There's still a lot of work to do.,還有很多東西要做。,small_snow,Hybrid,nickyeow,116,matched
2246,n1_03257,N1,遮る,さえぎる,さえぎる,186351,我々には行く手をさえぎるものは何もない。,Nothing bars our way.,,\N,AlanF_US,,86,matched
2247,n1_03284,N1,重んじる,おもんじる,重んじる,109315,彼は何物にもまして名誉を重んじる。,He values honor above anything else.,,\N,\N,,101,matched
2248,n1_03285,N1,重んずる,おもんずる,,,,,,,,,,no_match
2249,n1_03297,N1,鈍る,なまる,なまる,186920,家畜はみんなまるまるしている。,Their cattle are all fat.,他們的牛都很肥。,DeSha,CK,Martha,115,matched
2250,n1_03312,N1,鍛える,きたえる,鍛える,8826617,体を鍛えるのが好きなんです。,I like working out.,,bunbuku,CK,,96,matched
2251,n1_03328,N1,間違う,まちがう,間違う,183735,間違う事を恐れてはいけません。,Don't be afraid of making mistakes.,犯錯乃人之常情。,bunbuku,CK,cienias,129,matched
2252,n1_03335,N1,阻む,はばむ,,,,,,,,,,no_match
2253,n1_03347,N1,隔たる,へだたる,,,,,,,,,,no_match
2254,n1_03350,N1,障る,さわる,障る,10079730,どうしてだろうね。癪に障るのよね。,"I wonder why, right. It irritates, do you agree?",,small_snow,terrywallwork,,97,matched
2255,n1_03354,N1,集まる,あつまる,集まる,123696,同じ色の羽の鳥は共に集まるものだ。,Birds of a feather flock together.,物以类聚，人以群分。,\N,CK,jan_OkulaJu,131,matched
2256,n1_03369,N1,零す,こぼす,こぼす,94056,彼女の悲しみは無言でこぼす涙になって表れた。,Her sorrow found expression in silent tears.,,\N,Dejo,,82,matched
2257,n1_03370,N1,零れる,こぼれる,こぼれる,10965434,そんな運び方じゃ絶対こぼれるって。,,,small_snow,,,61,matched
2258,n1_03374,N1,震わせる,ふるわせる,,,,,,,,,,no_match
2259,n1_03375,N1,霞む,かすむ,,,,,,,,,,no_match
2260,n1_03385,N1,面する,めんする,面する,122410,日本は東は太平洋に面する。,Japan faces the Pacific on the east.,日本东面太平洋。,\N,\N,fucongcong,127,matched
2261,n1_03414,N1,顧みる,かえりみる,顧みる,2406964,家族のことを顧みることもなく、猛烈に働いています。,,,shiruchi,,,67,matched
2262,n1_03419,N1,食い違う,くいちがう,食い違う,167082,私たちの意見が食い違うのはこの点です。,It's on this point that our opinions differ.,是在这点上我们的意见有分歧。,\N,CK,fucongcong,133,matched
2263,n1_03420,N1,飲み込む,のみこむ,飲み込む,145889,食べ物を飲み込むとのどが痛みます。,My throat hurts when I swallow.,我吞咽的时候喉咙痛。,bunbuku,CK,fucongcong,133,matched
2264,n1_03423,N1,養う,やしなう,養う,77874,良い習慣は子供時代に養うべきである。,Good habits should be cultivated in childhood.,好习惯是从小养成的。,\N,\N,fucongcong,130,matched
2265,n1_03434,N1,馴らす,ならす,ならす,9533553,トムに電話して欲しいならするよ。,I can call Tom if you want.,如果你想要的话，我可以打电话给汤姆。,small_snow,CK,mirrorvan,116,matched
2266,n1_03438,N1,駆ける,かける,かける,10087631,その犬なら、毎日のように見かけるよ。,I see that dog almost every day.,我几乎每天都见到那条狗。,small_snow,CK,fucongcong,118,matched
2267,n1_03441,N1,騙す,だます,騙す,4162056,騙すならもっと上手に騙してよ。,If you are going to try and fool me at least do it well.,下次你要骗我的话骗得更有点水平吧。,tommy__san,tsp_2,crescat,127,matched
2268,n1_03447,N1,高まる,たかまる,高まる,195621,ますます高まる抗議の声に彼の演説は聞こえなかった。,Ever louder voices of protest drowned out his speech.,,\N,Dejo,,93,matched
2269,n1_03463,N1,齎らす,もたらす,もたらす,190427,一生懸命することは君に勝利をもたらす。,Hard work and dedication will bring you success.,努力和敬業會讓你成功。,\N,CK,verdastelo9604,119,matched
2270,n1_00001,N1,あくどい,あくどい,あくどい,76794,かなりあくどい事をしてきたそうだな。,I hear you've done some pretty extreme stuff.,,mookeee,CK,,102,matched
2271,n1_00005,N1,あやふや,あやふや,あやふや,230082,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.,她摸索著一張紙。,\N,CK,Martha,133,matched
2272,n1_00015,N1,おおい,おおい,おおい,185628,我々は彼におおいに期待している。,We expect a lot from him.,我們對他期望很多。,\N,CK,Martha,130,matched
2273,n1_00016,N1,おっかない,おっかない,おっかない,11870496,マジでおっかない蜘蛛がいた。,I just saw a really scary spider.,,small_snow,shekitten,,100,matched
2274,n1_00063,N1,ご苦労様,ごくろうさま,ご苦労様,217173,ご苦労様でした。,Thank you for your trouble.,谢谢您的帮助。,bunbuku,CK,weipipi,124,matched
2275,n1_00071,N1,しぶとい,しぶとい,しぶとい,756952,先日しぶとい風邪を引き、 一週間以上悩まされました。,,,xtofu80,,,68,matched
2276,n1_00076,N1,すばしこい,すばしっこい / すばしこい,すばしこい,143489,雀は動作が非常にすばしこい。,A sparrow is very alert in its movements.,麻雀的动作很快。,\N,\N,fucongcong,132,matched
2277,n1_00089,N1,ぞんざい,ぞんざい,ぞんざい,109842,彼は引き出しに物をぞんざいに押し込んだ。,He put his things carelessly in the drawer.,他随意地把东西丢在抽屉里。,\N,\N,maxine,132,matched
2278,n1_00098,N1,でかい,でかい / でっかい / デカイ,でかい,9711569,昨夜、でかい地震があったんだよ。,There was a big earthquake last night.,昨晚有一場大地震。,bunbuku,CK,Martha,130,matched
2279,n1_00100,N1,とんだ,とんだ,とんだ,100711,彼は非常に想像力にとんだ作家です。,He is a very imaginative writer.,他是非常有想像力的作家。,\N,CK,Martha,131,matched
2280,n1_00112,N1,ふんだん,ふんだん,ふんだん,13065991,このレストランは、地元の食材をふんだんに使った、こだわりの料理を提供している。,,,Gardenia,,,55,matched
2281,n1_00124,N1,ややこしい,ややこしい / ややっこしい,ややこしい,1222748,文法はとてもややこしい。,Grammar is very complicated.,语法非常复杂。,bunbuku,Brian255,GabrielPires,130,matched
2282,n1_00140,N1,インターナショナル,インターナショナル / インタナショナル,インターナショナル,1113224,社名の最後に「インターナショナル」を付ける変更が議案に上がったが否決された。,,,mookeee,,,64,matched
2283,n1_00147,N1,エレガント,エレガント,エレガント,3375549,なんてエレガントなヨットなんでしょう！,What an elegant yacht!,,Tsuguho,andrewgtreantos,,103,matched
2284,n1_00189,N1,シック,シック,シック,158211,私は音楽、ことにクラシックが好きだ。,"I like music, especially classical music.",我很喜歡音樂，尤其是古典音樂。,\N,CK,nickyeow,132,matched
2285,n1_00197,N1,ジャンボ,ジャンボ,ジャンボ,215734,ジャンボ尾崎ほど人気のあるプロゴルファーは日本にいない。,No pro golfer in Japan is as popular as Jumbo Ozaki.,在日本没有像尾崎將司那么有名的高尔夫球手了。,\N,meloncurtains,fucongcong,124,matched
2286,n1_00225,N1,タイムリー,タイムリー / タイムリ,タイムリー,193498,もし彼のタイムリーヒットがなかったら、私たちのチームは試合に負けていただろう。,"If it had not been for his timely hit, our team would have lost the game.",,\N,CK,,83,matched
2287,n1_00249,N1,ドライ,ドライ,ドライ,199760,ドライビングスクールに行っています。,I go to a driving school.,,\N,CK,,100,matched
2288,n1_00256,N1,ナンセンス,ナンセンス / ノンセンス,ナンセンス,205416,それはナンセンスだ。ばか者以外の誰もそれを信じないであろう。,That's nonsense. Nobody but a fool would believe it.,那是無稽之談。只有傻瓜才會相信。,\N,orcrist,Martha,124,matched
2289,n1_00259,N1,ネガ,ネガ,ネガ,3309011,ネガティブな性格直したいな。,I want to fix my negative personality.,,tommy_san,jasmaa,,94,matched
2290,n1_00312,N1,ユニーク,ユニーク / ユニク / ユーニーク,ユニーク,118213,彼のユニークな建築スタイルの誕生についての歴史的研究である。,This is a historical examination of the birth of his unique architectural style.,,\N,\N,,90,matched
2291,n1_00316,N1,ルーズ,ルーズ,ルーズ,2414194,彼女はいつも時間にルーズだ。,She is always careless about time.,,bunbuku,jasmaa,,96,matched
2292,n1_00327,N1,ロマンチック,ロマンチック / ロマンティック / ロマンチツク,ロマンチック,9936173,男子より女子の方がロマンチックよ。,Girls are more romantic than boys.,,small_snow,DJ_Saidez,,105,matched
2293,n1_00371,N1,丈夫,じょうふ,丈夫,11385073,このパンツは丈夫な生地でできてます。,These trousers are made of durable cloth.,,small_snow,CM,,98,matched
2294,n1_00381,N1,上手,うわて,上手,10735916,ミス・カナダは、泳ぐのが上手いのよ。,Miss Canada swims well.,,small_snow,AlanF_US,,98,matched
2295,n1_00387,N1,下らない,くだらない,くだらない,11637635,こんなくだらない曲を聴くのは、止せ。,Stop listening to this crappy music.,,small_snow,Hybrid,,90,matched
2296,n1_00391,N1,下品,かひん,下品,8602061,そんな悪趣味で下品なネタを話すな。,Don't talk about such vulgar topics in bad taste.,不要講這些低級趣味的下流笑話。,mochico,tsp_2,xjjAstrus,129,matched
2297,n1_00398,N1,不便,ふびん,不便,224317,ここは公共の乗り物が不便だ。,This place isn't convenient to public transportation.,這地方交通不方便。,\N,\N,nickyeow,126,matched
2298,n1_00400,N1,不可欠,ふかけつ,不可欠,179382,空気は、生命にとって不可欠である。,Air is indispensable to life.,空氣是生命中不可或缺的。,\N,autuno,nickyeow,131,matched
2299,n1_00401,N1,不吉,ふきつ,不吉,115284,彼は１３が不吉な数だという迷信を信じている。,He believes in the superstition that 13 is an unlucky number.,他很迷信的认为13是个不吉利的数字。,\N,\N,peipei,126,matched
2300,n1_00402,N1,不味い,まずい,不味い,1555119,この果物は不味い。,This fruit doesn't taste good.,这个水果是坏的。,bunbuku,CK,wabisabi,123,matched
2301,n1_00405,N1,不審,ふしん,不審,12044629,不審物を見かけたら、ご連絡ください。,Let me know if you see something odd.,,small_snow,DJ_Saidez,,98,matched
2302,n1_00407,N1,不当,ふとう,不当,5307,そんな不当な提案は、拒否すべきだったのに。,You should've rejected such an unfair proposal.,你本该拒绝一个那么不公平的提议。,bunbuku,CK,fucongcong,127,matched
2303,n1_00411,N1,不景気,ふけいき,不景気,85111,不景気のため失業率は５％にまで上昇した。,The unemployment rate went up to 5% because of the recession.,經濟不景氣失業率上升到了5％。,\N,minshirui,Martha,130,matched
2304,n1_00412,N1,不服,ふふく,不服,205679,それについて何か不服があるのですか。,Do you have any complaint about it?,,\N,U2FS,,98,matched
2305,n1_00417,N1,不順,ふじゅん,不順,171304,今年は天候不順だった。,The weather has been unusual this year.,今年的天氣一直異常。,\N,CK,Martha,123,matched
2306,n1_00457,N1,久しい,ひさしい,久しい,120509,彼が学校を出てからずいぶん久しい。,It's such a long time since he left school.,他离开学校已经那么久了。,\N,shekitten,fucongcong,131,matched
2307,n1_00459,N1,乏しい,とぼしい,乏しい,122519,日本はいろんな原料に乏しい。,Japan is lacking in raw materials.,日本缺乏原材料。,\N,sundown,fucongcong,128,matched
2308,n1_00464,N1,乙,おつ,乙,173524,甲の食物は乙の毒。,One man's meat is another man's poison.,對某人有利的對另外的人未必有利。,\N,CK,Martha,119,matched
2309,n1_00484,N1,五月蝿い,うるさい,うるさい,11700360,隣の猫って、ニャーニャーうるさいの。,The cat next door won't ever shut up with all that meowing.,,small_snow,end,,88,matched
2310,n1_00500,N1,人柄,ひとがら,人柄,144623,人の価値は財産よりもむしろ人柄にある。,A man's worth lies in what he is rather than in what he has.,一個人的價值不是取決於他的財產，而是他的人格。,\N,\N,nickyeow,129,matched
2311,n1_00585,N1,何の,どの,何の,9853690,もう疲れたの何のって、疲労困憊だよ。,I'm as tired as tired can be.,我累得不能再累了。,bunbuku,CM,fucongcong,130,matched
2312,n1_00601,N1,何気ない,なにげない,,,,,,,,,,no_match
2313,n1_00662,N1,値打ち,ねうち,値打ち,219561,この本は読む値打ちがあるとおもう。,I think this book is worth reading.,我覺得這本書值得一讀。,bunbuku,CK,Martha,131,matched
2314,n1_00669,N1,健やか,すこやか,健やか,1670365,お宮参りで訪れた夫妻は「子供が健やかに育つことを祈りました」と話していた。,"The couple who came on a shrine visit said, ""We prayed that our child would grow up healthy.""",,Christophe,Christophe,,81,matched
2315,n1_00694,N1,優位,ゆうい,優位,173627,広告に関してはコークの方が優位にたっている。,"When it comes to advertising, Coke is ahead of the game.",,\N,\N,,94,matched
2316,n1_00696,N1,優勢,ゆうせい,優勢,97555,彼らは圧倒的に優勢な敵と戦っていた。,They were attacking against overwhelming odds.,,\N,\N,,98,matched
2317,n1_00697,N1,優美,ゆうび,優美,203085,ダンサーの優美な舞は観衆を魅了した。,The dancer's graceful action charmed the audience.,,\N,CK,,98,matched
2318,n1_00711,N1,先天的,せんてんてき,先天的,209448,その習慣は後天的で、先天的なものではない。,"That habit is acquired, not innate.",,\N,al_ex_an_der,,97,matched
2319,n1_00774,N1,円満,えんまん,円満,140468,争議は円満に解決した。,The dispute was settled peacefully.,,\N,CM,,91,matched
2320,n1_00775,N1,円滑,えんかつ,円滑,115430,彼は、中国語をしっていたので、私たちは計画を円滑に実行できた。,His knowledge of Chinese enabled us to carry out our plan smoothly.,,\N,U2FS,,85,matched
2321,n1_00789,N1,冷淡,れいたん,冷淡,122237,日本人は知り合いには親切だが、そうでない人に対しては冷淡だと言われています。,"It is said that Japanese people are kind to people they know, but rather cold to those they don't.",據說日本人對認識的人親切，對不認識的人卻是十分冷淡。,tommy__san,CM,nickyeow,110,matched
2322,n1_00791,N1,冷酷,れいこく,冷酷,115855,彼の冷酷な言葉が今でも私の心の中でうずいている。,His bitter words still rankle in my mind.,他尖刻的话语仍然在我心中挥之不去。,\N,\N,tommyfang95,124,matched
2323,n1_00795,N1,几帳面,きちょうめん,几帳面,98822,彼は几帳面な男だな。,He is a methodical person.,他很有条理。,small_snow,papabear,fucongcong,124,matched
2324,n1_00797,N1,凡ゆる,あらゆる,あらゆる,176277,警察が来て、あらゆる証拠を調査した。,The police came and looked into all the evidence.,警察来了，调查了所有证据。,\N,\N,ydcok,120,matched
2325,n1_00819,N1,出鱈目,でたらめ,でたらめ,99883,彼は本棚に本をでたらめに入れた。,He put the books on the shelf out of order.,他胡亂把書本放在架上。,\N,CK,nickyeow,118,matched
2326,n1_00831,N1,切ない,せつない,切ない,8995472,ちょっぴり切ない朝を迎えました。,I was greeted with a slightly sad morning.,,small_snow,terrywallwork,,98,matched
